com_id,label,regis_cap,month_fou,industry_code,region
汶川云盛农业科技有限公司,0,10.0,7,9,aba
汶川县广印猫广告传媒有限责任公司,0,10.0,7,3,aba
马尔康市三缘藏品土特产有限公司,0,5.0,6,0,aba
雪域明珠诊所（马尔康）有限公司,0,10.0,6,13,aba
汶川承续文化创意中心（普通合伙）,0,10.0,6,6,aba
马尔康鸿景商贸部（个体工商户）,0,1.0,6,0,aba
阿坝州世界藏窗传媒有限公司,0,10.0,5,6,aba
汶川县长汶之源农业发展有限公司,0,10.0,5,1,aba
阿坝州盛兴建设工程管理有限公司,0,10.0,5,9,aba
马尔康坤盛商贸有限公司,0,6.0,18,0,aba
汶川润景农业发展有限公司,0,10.0,5,1,aba
四川塞壹智能信息技术有限公司,0,50.0,6,10,aba
阿坝州山之岚酒店管理有限责任公司,0,50.0,20,3,aba
四川省云端之上餐饮服务有限公司,0,10.0,13,2,aba
汶川县长河苑农业发展有限公司,0,10.0,11,1,aba
阿坝州居东居商贸有限责任公司,0,50.0,11,0,aba
马尔康茶堡桥超市（个体工商户）,0,10.0,7,0,aba
汶川县羌小尚土特产有限公司,0,50.0,14,0,aba
汶川县柏亩源农业发展有限公司,0,10.0,14,0,aba
马尔康市康正祥云大药房（个人独资）,0,5.0,18,0,aba
马尔康雯杰餐饮管理有限公司,0,20.0,9,2,aba
汶川放牛娃的川西甄选食品铺（个体工商户）,0,1.0,12,0,aba
汶川楷玥贸易有限责任公司,0,10.0,20,0,aba
阿坝州清清保洁有限公司,0,10.0,17,3,aba
阿坝禹域臻品食品科技有限公司,0,10.0,16,9,aba
汶川县喜悦种植专业合作社,0,3.0,4,1,aba
马尔康盛旺建材经营部（个体工商户）,0,5.0,20,0,aba
汶川县兴荣瑞家庭农场（个体工商户）,0,6.0,8,1,aba
马尔康卓威建材经营部（个体工商户）,0,5.0,20,0,aba
知训餐饮管理（汶川）有限公司,0,50.0,12,3,aba
汶川县昱奕农机服务专业合作社,0,10.0,20,1,aba
汶川丰乐创忆旅游开发有限责任公司,0,50.0,16,11,aba
汶川逐雪户外用品俱乐部（个体工商户）,0,20.0,20,0,aba
四川省志城广告设计有限责任公司,0,5.0,13,3,aba
汶川沁悦商贸有限公司,0,10.0,11,0,aba
马尔康邻家小屋服务部（个体工商户）,0,50.0,6,0,aba
阿坝州欣乐档案管理服务有限公司,0,30.0,11,6,aba
马尔康与礼与你伴手礼店（个体工商户）,0,10.0,8,0,aba
马尔康市家园物业管理服务有限公司,0,50.0,18,12,aba
四川省茶语庭生态农业有限责任公司,0,1.0,15,9,aba
马尔康市华运运输服务有限责任公司,0,20.0,15,5,aba
四川华叶南风企业管理服务有限公司,0,10.0,16,3,aba
汶川兴虎机械设备租赁有限公司,0,50.0,10,3,aba
马尔康市小冉工程机械租赁有限公司,0,50.0,8,3,aba
四川东进盛业商贸有限公司,0,50.0,16,0,aba
汶川羌山姑娘土特产有限公司,0,10.0,16,0,aba
四川省智汇鸿达科技文化有限责任公司,0,50.0,15,10,aba
阿坝州兴州智学教育科技有限公司,0,3.0,7,9,aba
汶川县兴业商贸有限公司,0,50.0,13,0,aba
马尔康正儿八经烧烤店（个体工商户）,0,5.0,6,2,aba
马尔康阿庆贸易部（个体工商户）,0,20.0,13,0,aba
马尔康市康正百家药店（个人独资）,0,5.0,6,0,aba
汶川县阿卓土特产有限公司,0,50.0,13,0,aba
马尔康茂康农业科技有限公司,1,50.0,15,1,aba
马尔康初龄医疗美容诊所有限公司,0,10.0,10,13,aba
马尔康起扬建材商贸部（个体工商户）,0,2.0,7,0,aba
马尔康市嘉绒泽让二手车销售有限公司,0,10.0,15,0,aba
马尔康鸿天建材有限公司,0,50.0,10,4,aba
四川禹夏芤山文化旅游发展有限公司,0,60.0,8,3,aba
汶川泳泰新能源发电有限公司,0,1.0,8,8,aba
马尔康桠路小卖部（个体工商户）,0,20.0,17,0,aba
阿坝州沣鑫电力有限公司,0,20.0,8,8,aba
汶川抱朴农惠农业发展有限公司,0,10.0,15,1,aba
马尔康市晟新尔光伏科技有限公司,0,50.0,12,9,aba
阿坝州辉煌建材销售有限公司,0,10.0,4,3,aba
马尔康市龙一众仁康大药房（个人独资）,0,5.0,15,0,aba
马尔康诺金拉姆养殖专业合作社,0,50.0,12,1,aba
马尔康市成合中药材加工有限责任公司,0,50.0,15,9,aba
马尔康嘉合商店（个体工商户）,0,10.0,9,0,aba
马尔康百佳乐生活超市（个体工商户）,0,5.0,7,0,aba
马尔康兴德机械租赁有限公司,0,50.0,10,3,aba
四川羿翀工程项目管理有限公司,0,10.0,20,9,aba
马尔康星源茶缘超市（个体工商户）,0,10.0,9,0,aba
马尔康富泽商贸有限责任公司,0,10.0,15,0,aba
马尔康康正桑姆大药房（个人独资）,0,5.0,10,0,aba
马尔康市严德商贸有限责任公司,0,20.0,19,0,aba
马尔康雲友经营部（个体工商户）,0,3.0,11,0,aba
马尔康康正康宁大药房（个人独资）,0,5.0,6,0,aba
阿坝州鑫融档案管理服务有限公司,0,50.0,4,6,aba
阿坝州汶川县川羌传媒有限责任公司,0,50.0,16,6,aba
马尔康正鑫口腔诊所有限公司,0,10.0,14,13,aba
阿坝州藏韵行旅游服务有限公司,0,30.0,16,3,aba
汶川县水磨镇润鑫文图广告设计工作室（个体工商户）,0,10.0,10,6,aba
汶川县多乐福便利店（个体工商户）,1,20.0,8,0,aba
马尔康晶石装饰工程有限责任公司,0,50.0,8,7,aba
马尔康市康正德明大药房（个人独资）,0,5.0,6,0,aba
四川省汶川县羌翔通汽车信息咨询有限责任公司,0,3.0,19,3,aba
阿坝州顺安达商务服务有限公司,0,10.0,13,3,aba
马尔康市康正惠民大药房（个人独资）,0,5.0,12,0,aba
马尔康鑫睿广告装饰经营部（个体工商户）,0,10.0,11,3,aba
马尔康康正睿康大药房（个人独资）,0,5.0,6,0,aba
阿坝仁睦和诊所管理有限公司,0,10.0,16,13,aba
汶川县本草羌源中药材种植有限公司,0,50.0,18,1,aba
马尔康耿尕日杂店（个体工商户）,0,10.0,16,0,aba
四川省汶川县弘运通汽车信息咨询有限责任公司,0,3.0,19,3,aba
汶川城鑫建筑劳务有限责任公司,0,50.0,18,7,aba
马尔康豪悦电力金具经营部（个体工商户）,0,1.0,14,0,aba
马尔康有柒有喝超市（个体工商户）,0,5.0,6,0,aba
马尔康市嘉通汽车维修有限公司,0,20.0,19,3,aba
马尔康友友超市（个体工商户）,0,10.0,18,0,aba
汶川廖家农副产品商贸部（个人独资）,0,55.0,11,0,aba
马尔康七局便利店（个体工商户）,0,2.0,6,0,aba
汶川华鑫水产养殖家庭农场（个人独资）,0,30.0,15,1,aba
汶川绵虒大溪沟餐饮管理有限公司,0,5.0,18,2,aba
汶川县柏斯特农牧科技有限公司,0,10.0,14,1,aba
四川鼎华农业发展有限公司,0,10.0,7,1,aba
汶川青绿文旅科技有限责任公司,0,10.0,6,9,aba
马尔康顺隆工程机械租赁有限公司,0,50.0,18,3,aba
马尔康宏胜超市（个体工商户）,0,50.0,20,0,aba
四川省汶川县吉通汽车信息咨询有限责任公司,0,3.0,19,3,aba
阿坝州农之源水果销售有限责任公司,0,5.0,18,0,aba
汶川强盛家庭农场（个人独资）,0,50.0,16,1,aba
汶川县悠悠顺行汽车租赁有限公司,0,10.0,18,3,aba
阿坝州康食汇食品有限公司,0,10.0,11,0,aba
阿坝州嘉若机械租赁有限公司,0,10.0,8,3,aba
汶川县鑫龙凤珠宝首饰店（个体工商户）,0,2.0,5,4,aba
汶川花驿小栈花卉销售有限公司,0,5.0,19,0,aba
汶川驰阳建筑劳务有限责任公司,0,20.0,18,7,aba
汶川县阿花金穗家庭农场（个体工商户）,0,2.0,15,1,aba
汶川县鑫糖糖农产品店（个体工商户）,0,5.0,4,0,aba
四川省汶川县鑫兴旺汽车信息咨询有限责任公司,0,3.0,20,3,aba
马尔康市阿中机械设备租赁有限公司,0,50.0,19,3,aba
卧龙盛世农业有限责任公司,0,1.0,18,1,aba
马尔康东旦铁艺经营部（个体工商户）,0,1.0,9,0,aba
四川省汶川县鸿吉源汽车信息咨询有限责任公司,0,3.0,20,10,aba
汶川县水磨镇万居农副商贸行（个体工商户）,0,6.0,16,0,aba
马尔康泓鑫百货店（个体工商户）,0,10.0,16,0,aba
汶川无忧羌山谷商贸有限责任公司,0,10.0,12,4,aba
汶川万事顺食品店（个体工商户）,0,8.0,15,0,aba
马尔康晋美藏家民宿（个体工商户）,0,10.0,8,2,aba
马尔康秀利机械设备租赁有限公司,0,50.0,6,3,aba
四川当家人物业管理服务有限责任公司,0,10.0,19,12,aba
马尔康品盛日杂店（个体工商户）,0,5.0,18,0,aba
马尔康藏人家传统服饰工坊（个体工商户）,0,10.0,14,0,aba
马尔康丰沃农资经营部（个体工商户）,0,40.0,6,1,aba
汶川县多乐便利店（个体工商户）,0,3.0,5,0,aba
汶川县水磨镇小黄电脑维修部（个体工商户）,0,5.0,16,0,aba
马尔康市卓清机具设备租赁有限公司,0,50.0,20,3,aba
汶川县海迅电脑销售店（个体工商户）,0,3.0,14,0,aba
汶川川西锂电新材料有限公司,0,50.0,7,9,aba
汶川归隐酒店有限公司,0,10.0,6,2,aba
马尔康高海拔文化娱乐有限公司,0,5.0,18,6,aba
马尔康聚拢超市（个体工商户）,0,45.0,7,0,aba
汶川县福豪家庭农场（个人独资）,0,50.0,15,1,aba
马尔康娇丽诗整形美容诊所有限责任公司,0,5.0,12,13,aba
马尔康市嘉绒鑫旺机械租赁有限责任公司,1,5.0,14,3,aba
马尔康达拉机械设备租赁有限责任公司,0,50.0,15,3,aba
马尔康小何鲜肉经营部（个体工商户）,0,10.0,8,0,aba
四川瑞翼电子科技有限公司,0,5.0,15,9,aba
马尔康攀果地水果店（个体工商户）,0,20.0,12,0,aba
马尔康雍格拉娜工作室（个体工商户）,0,20.0,11,6,aba
马尔康永惠便利店（个体工商户）,0,5.0,19,0,aba
汶川仁爱嘉诊所有限责任公司,0,1.0,15,13,aba
马尔康阿克卓巴民宿（个体工商户）,0,80.0,16,2,aba
马尔康尚库百货店（个体工商户）,0,2.0,8,0,aba
马尔康彩寨藏家园（个体工商户）,0,6.0,20,0,aba
马尔康小杨五金建材店（个体工商户）,0,30.0,18,0,aba
汶川县博通劳务有限公司,0,5.0,7,3,aba
马尔康富兴超市（个体工商户）,0,60.0,17,0,aba
卧龙视捷通讯有限公司,0,10.0,8,10,aba
马尔康刘家小五金日杂店（个体工商户）,0,3.0,19,0,aba
阿坝州宁午农产品贸易有限公司,1,10.0,16,0,aba
卧龙众胜劳务服务有限责任公司,0,10.0,11,3,aba
马尔康超娃水果超市（个体工商户）,0,20.0,19,0,aba
汶川县漩口镇润兵机械租赁部（个体工商户）,0,20.0,9,3,aba
马尔康嘉良夷山庄有限公司,0,50.0,6,2,aba
汶川县明洋林麝养殖有限公司,0,10.0,12,1,aba
马尔康东恒建材有限公司,1,50.0,12,0,aba
马尔康小王纸业批发部（个体工商户）,0,8.0,16,0,aba
汶川全屋无忧家电安装维修站（个体工商户）,0,5.0,16,3,aba
马尔康豪生甄选电影院有限公司,0,30.0,11,6,aba
马尔康市绒源农副产品有限责任公司,0,10.0,20,1,aba
汶川杨会家电经营部（个体工商户）,0,5.0,19,0,aba
汶川县王余氏钢材销售部（个体工商户）,0,5.0,15,0,aba
马尔康元兴柴火鸡店（个体工商户）,0,4.0,15,15,aba
马尔康冬四吉小卖部（个体工商户）,0,5.0,18,0,aba
马尔康初晞文具饰品店（个体工商户）,0,15.0,16,0,aba
汶川溜去吧轮滑鞋俱乐部（个体工商户）,1,1.0,16,0,aba
阿坝州顺安机动车驾驶培训有限公司,1,30.0,19,6,aba
马尔康正时废品回收经营部（个体工商户）,0,5.0,19,3,aba
马尔康顺风常来商店（个体工商户）,0,20.0,14,0,aba
马尔康左岸小憩咖啡店（个体工商户）,0,5.0,8,2,aba
马尔康顺诚便利店（个体工商户）,0,5.0,19,0,aba
马尔康金朋五金机电建材商行（个体工商户）,0,30.0,18,0,aba
马尔康浠岸酒店管理有限公司,0,20.0,14,2,aba
汶川岷天机械租赁有限责任公司,0,10.0,10,3,aba
马尔康午晶农产品贸易有限公司,1,10.0,16,0,aba
马尔康希辰酒水商贸有限责任公司,0,30.0,15,0,aba
阿坝州富吉商贸有限公司,0,20.0,12,0,aba
马尔康信创电子设备经营部（个体工商户）,0,4.0,19,3,aba
马尔康市云璟汇文化娱乐有限公司,0,50.0,7,6,aba
马尔康肖姐超市（个体工商户）,0,30.0,4,0,aba
卧龙篱夏文化旅游有限公司,0,50.0,4,2,aba
马尔康市财源货运有限公司,0,10.0,11,5,aba
马尔康众合广告传媒有限公司,1,20.0,16,3,aba
阿坝州同创档案管理服务有限责任公司,0,30.0,14,3,aba
马尔康鑫颐种养殖专业合作社,0,60.0,6,1,aba
马尔康顺诚便利店（个体工商户）,1,5.0,20,0,aba
马尔康泽仁小卖部（个体工商户）,0,20.0,6,0,aba
马尔康醉仙翁白酒行（个体工商户）,0,30.0,19,0,aba
马尔康万客门小吃店（个体工商户）,0,5.0,15,2,aba
马尔康嗨蓝调化妆品店（个体工商户）,0,30.0,12,0,aba
卧龙鑫盛洲投资有限公司,0,2.5,11,7,aba
汶川县友友水果店（个体工商户）,0,10.0,6,0,aba
汶川县景旺健康咨询中心（个体工商户）,0,5.0,5,3,aba
马尔康康悦鑫都文化发展有限公司,0,10.0,16,3,aba
汶川县水磨镇景和门窗装饰店（个体工商户）,0,10.0,16,3,aba
汶川鼎晟劳务服务有限公司,0,10.0,14,3,aba
马尔康福泽种养殖农民专业合作社,0,10.0,15,1,aba
阿坝州供发餐饮服务有限责任公司,0,20.0,12,2,aba
汶川县正姐商贸有限公司,0,10.0,13,0,aba
马尔康绒萨批发部（个体工商户）,0,30.0,15,0,aba
汶川县灞州镇众兴劳务服务专业合作社,0,5.0,8,1,aba
汶川兮山再生资源回收有限公司,1,50.0,16,0,aba
马尔康卓恒管理咨询中心（个体工商户）,0,5.0,15,3,aba
马尔康绒义茶楼（个体工商户）,0,30.0,7,2,aba
汶川县水磨镇学友易尚购超市（个体工商户）,0,40.0,7,6,aba
马尔康张雷蔬菜店（个体工商户）,0,6.0,15,0,aba
汶川县红岷电力服务部（个人独资）,0,6.0,12,8,aba
马尔康捷诚机械租赁部（个体工商户）,0,50.0,7,0,aba
汶川县水磨镇秀东数码生活馆（个体工商户）,0,13.0,7,10,aba
马尔康鑫佳五金建材部（个体工商户）,0,15.0,18,0,aba
四川琴乐文化艺术培训有限公司,0,30.0,8,6,aba
马尔康大乐之野俱乐部（个体工商户）,0,30.0,8,2,aba
汶川县水磨镇太空动漫开发工作经营部（个体工商户）,0,10.0,7,10,aba
马尔康伟祥中药材种植专业合作社,0,20.0,6,1,aba
汶川县源宏鑫厨房用具经营店（个体工商户）,0,50.0,20,0,aba
马尔康郎贝贝小卖部（个体工商户）,0,30.0,19,0,aba
汶川县三江里半岛建筑装饰设计有限公司,0,10.0,14,7,aba
马尔康腾通商贸有限公司,0,30.0,13,0,aba
汶川鑫艳宇通信经营服务部（个体工商户）,0,5.0,16,0,aba
汶川县漩口镇黄师傅裁缝店（个体工商户）,0,5.0,16,3,aba
四川汶川康济康复理疗有限公司,0,5.0,14,3,aba
卧龙固盛建材有限公司,0,50.0,8,0,aba
卧龙人为峰市场推广部（个体工商户）,0,20.0,8,3,aba
马尔康娟娟超市经营部（个体工商户）,0,30.0,20,0,aba
马尔康三组角运农家乐（个体工商户）,0,10.0,11,2,aba
马尔康市巴康餐饮管理有限公司,0,5.0,14,4,aba
汶川尔格舞蹈艺术咨询馆（个体工商户）,0,7.0,7,3,aba
汶川宏世建筑工程有限责任公司,0,5.0,9,7,aba
马尔康怕它百货店（个体工商户）,0,1.0,8,0,aba
汶川无忧农商杂货铺（个体工商户）,0,10.0,8,0,aba
马尔康柯柯鲜食便利店（个体工商户）,0,2.0,5,5,aba
马尔康啦斯巴仓配部（个体工商户）,0,20.0,4,0,aba
汶川县利丰达矿产品经销部（个体工商户）,0,1.0,19,0,aba
阿坝旺富新型耐火材料有限公司,0,50.0,15,4,aba
汶川六禾茶楼坊（个体工商户）,0,9.0,14,2,aba
马尔康伍阿哥杀虫灭鼠服务有限责任公司,0,20.0,10,1,aba
马尔康凌岳运输服务有限责任公司,0,40.0,7,5,aba
汶川巨实惠再生资源回收店（个体工商户）,0,8.0,19,0,aba
汶川县水磨镇嘟嘟咖啡店（个体工商户）,0,10.0,18,2,aba
马尔康杨小蓉连锁机构健康管理中心（个体工商户）,0,5.0,17,3,aba
马尔康顺康五金建材经营部（个体工商户）,0,30.0,17,0,aba
马尔康等你下课文具店（个体工商户）,0,10.0,15,0,aba
马尔康绒措民宿（个体工商户）,0,10.0,15,15,aba
马尔康嘉绒古茹藏香店（个体工商户）,0,15.0,9,0,aba
汶川县点点文具用品店（个体工商户）,0,10.0,7,0,aba
马尔康众合建设工程管理有限公司,0,50.0,6,9,aba
汶川县金南广告制作部（个体工商户）,0,10.0,19,4,aba
马尔康优邻居副食店（个体工商户）,0,5.0,15,15,aba
马尔康市扎尔都建筑工程机械租赁有限公司,0,20.0,14,3,aba
马尔康泽郎哈姆小卖部（个体工商户）,0,1.0,9,0,aba
马尔康锦泰建材经营部（个体工商户）,0,50.0,9,0,aba
汶川这里有花花卉销售店（个体工商户）,1,4.0,8,1,aba
汶川弘昌机械设备租赁部（个体工商户）,0,60.0,6,3,aba
马尔康小静印务店（个体工商户）,0,10.0,18,3,aba
马尔康沪上阿姨茶饮店（个体工商户）,0,40.0,15,2,aba
马尔康嘉绒湾大酒店（个体工商户）,0,50.0,15,2,aba
汶川县盛夏金石劳务服务有限责任公司,0,60.0,11,3,aba
汶川一这里有花鲜花店（个体工商户）,0,3.0,6,0,aba
汶川县果行天下水果经营部（个体工商户）,0,1.0,17,0,aba
马尔康市十七网吧（个人独资）,0,50.0,13,6,aba
马尔康罗布林卡酒店（个体工商户）,0,18.0,8,2,aba
汶川县三江镇猪事顺意家庭农场（个体工商户）,0,50.0,6,1,aba
马尔康铭盛商店（个体工商户）,0,3.0,19,0,aba
马尔康央金马演艺有限公司,0,40.0,16,2,aba
马尔康晶龙湾大酒店（个体工商户）,0,50.0,15,2,aba
汶川县水磨镇映圻家庭农场（个体工商户）,0,20.0,7,1,aba
汶川县三江镇鸿信通讯店（个体工商户）,0,1.0,15,10,aba
汶川县百佳客小卖部（个体工商户）,0,2.0,8,0,aba
马尔康许师汽车维修有限责任公司,0,3.0,7,3,aba
马尔康波腾小卖部（个体工商户）,0,8.0,7,0,aba
汶川众兴广告部（个体工商户）,0,10.0,18,4,aba
卧龙清清达便民百货超市（个体工商户）,0,25.0,16,0,aba
马尔康市脚木脚工程机械租赁有限公司,0,20.0,14,3,aba
汶川胜何家电维修服务店（个体工商户）,0,1.0,12,3,aba
马尔康武虎酒肉烤场（个体工商户）,0,60.0,11,2,aba
马尔康爱上家装饰店（个体工商户）,0,3.0,7,7,aba
马尔康九四劳保用品店（个体工商户）,0,10.0,4,0,aba
汶川县水磨镇辉宏五金店（个体工商户）,0,10.0,16,0,aba
马尔康和达机械租赁站（个体工商户）,0,10.0,14,3,aba
马尔康来伊份零食店（个体工商户）,0,20.0,8,0,aba
汶川蓉一品超市（个体工商户）,0,30.0,7,0,aba
马尔康嘉茗茶府（个体工商户）,0,30.0,6,2,aba
汶川县马槽酒散装白酒经营店（个体工商户）,0,5.0,5,4,aba
马尔康陈厚达瓦钦土特产店（个体工商户）,0,30.0,14,0,aba
马尔康兜欢喜小卖部（个体工商户）,0,10.0,13,0,aba
马尔康客来多零食店（个体工商户）,0,6.0,9,0,aba
汶川县欣恋日用品部（个体工商户）,0,1.0,9,3,aba
卧龙金茂停车休息中心（个体工商户）,0,60.0,20,1,aba
汶川县映秀镇上木江坪建材经营部（个体工商户）,0,50.0,19,0,aba
马尔康市罗桑中医诊所有限责任公司,0,10.0,10,13,aba
汶川县果哆哆水果店（个体工商户）,0,6.0,8,0,aba
马尔康云上驿站（个体工商户）,0,98.0,8,2,aba
马尔康旦尼民宿（个体工商户）,0,10.0,7,2,aba
汶川县广胜汽车租赁服务有限责任公司,0,50.0,6,3,aba
马尔康鸿程物资经营部（个体工商户）,0,10.0,20,0,aba
汶川鸿鹄祥机械租赁有限公司,0,50.0,15,3,aba
马尔康嘎嘎百货店（个体工商户）,0,5.0,4,0,aba
马尔康多杰惠民玲物品商店（个体工商户）,1,3.0,20,0,aba
马尔康东噶酒店（个体工商户）,0,50.0,18,2,aba
马尔康阿班机械租赁有限公司,0,10.0,14,3,aba
马尔康查登报废汽车回收有限公司,0,20.0,13,0,aba
马尔康山下五厨渣渣牛肉火锅店（个体工商户）,0,30.0,7,2,aba
汶川绵虒好之润土特产经营店（个体工商户）,0,8.0,7,1,aba
汶川县嘉益服饰有限公司,0,10.0,11,4,aba
马尔康塔吉土特产店（个体工商户）,0,50.0,20,0,aba
卧龙耿达镇貊山下私汤民宿（个体工商户）,0,70.0,9,2,aba
马尔康天宫娱乐有限公司,0,5.0,8,6,aba
马尔康布鲁曼台球俱乐部（个体工商户）,0,15.0,15,15,aba
汶川雁门万峰副食综合经营部（个体工商户）,0,32.0,13,0,aba
卧龙中强劳务有限责任公司,0,10.0,7,3,aba
马尔康君鸿茶府（个体工商户）,0,1.0,16,2,aba
汶川县三江协成劳务服务专业合作社,0,0.5,7,1,aba
马尔康金品私厨餐吧（个体工商户）,0,10.0,19,2,aba
马尔康跳海俱乐部（个体工商户）,0,68.0,16,0,aba
马尔康华祥牦牛食品有限公司,0,5.0,15,0,aba
马尔康茗禹建材店（个体工商户）,0,30.0,14,0,aba
马尔康壹碗馄饨店（个体工商户）,0,8.0,11,2,aba
马尔康熹捞旋转小火锅店（个体工商户）,0,20.0,7,2,aba
马尔康九格红老火锅店（个体工商户）,0,50.0,20,2,aba
马尔康鑫浩五金机电百货店（个体工商户）,0,20.0,19,0,aba
马尔康甲兄酒馆（个体工商户）,0,15.0,16,2,aba
汶川县优先汽车租赁服务有限公司,1,10.0,14,3,aba
马尔康友趣销售店（个体工商户）,0,10.0,11,0,aba
马尔康迦境书法工作室（个体工商户）,0,30.0,9,6,aba
马尔康品尚藏餐店（个体工商户）,0,10.0,9,2,aba
马尔康达郎仁千商贸有限公司,0,20.0,8,0,aba
汶川县漩口镇新启航商贸经营部（个体工商户）,0,50.0,7,0,aba
马尔康运鑫运输服务有限公司,0,20.0,18,5,aba
马尔康心兴土特产店（个体工商户）,0,5.0,15,0,aba
汶川县卧龙特区客安出租客运有限责任公司,0,20.0,14,5,aba
马尔康云景运输有限公司,0,10.0,13,5,aba
马尔康三郎仁青土特产店（个体工商户）,0,10.0,8,0,aba
马尔康雪山珍品土特产店（个体工商户）,0,10.0,8,0,aba
马尔康牦公子串串香店（个体工商户）,0,25.0,8,2,aba
汶川屿山里民宿旅店（个体工商户）,0,80.0,7,2,aba
汶川县王志文搬家店（个体工商户）,0,5.0,7,5,aba
马尔康天驰工程机械租赁有限公司,0,20.0,6,3,aba
汶川鑫诚艺装饰装修有限公司,0,10.0,11,7,aba
汶川县漩口镇李婆婆蔬菜店（个体工商户）,0,10.0,16,0,aba
马尔康酒零烤室新派烧烤店（个体工商户）,0,10.0,14,2,aba
马尔康巴山芋儿鸡餐饮店（个体工商户）,0,10.0,13,2,aba
马尔康今昭文化工作室（个体工商户）,0,6.0,8,6,aba
马尔康熊大爷现包饺子馆（个体工商户）,0,50.0,7,2,aba
马尔康红社老味火锅店（个体工商户）,0,12.0,20,2,aba
马尔康洁成建材销售部（个体工商户）,0,10.0,17,0,aba
马尔康雍和茶舍府（个体工商户）,0,1.0,8,2,aba
马尔康旃檀香社（个体工商户）,0,10.0,6,4,aba
汶川县水磨镇运驰车辆维修经营部（个体工商户）,0,10.0,9,3,aba
汶川县映秀镇圆圆食品销售店（个体工商户）,0,10.0,4,0,aba
汶川绵虒镇华良电动车经营行（个体工商户）,0,4.0,20,0,aba
马尔康嘉绒格曼藏餐吧（个体工商户）,0,57.0,15,2,aba
汶川县水磨镇黄昏四季餐厅（个体工商户）,0,40.0,15,2,aba
马尔康花满庭农家乐（个体工商户）,0,10.0,13,2,aba
马尔康三碳长烤肉店（个体工商户）,0,6.0,9,2,aba
马尔康阿嫫峨日小吃店（个体工商户）,0,10.0,7,2,aba
汶川县水磨镇不远不晚致富工坊（个体工商户）,0,10.0,6,2,aba
汶川县鑫西羌羌禧阁茶楼服务坊（个体工商户）,0,12.0,4,6,aba
马尔康八号台球俱乐部（个体工商户）,0,8.0,4,6,aba
马尔康重晴涮烤老火锅店（个体工商户）,0,5.0,19,2,aba
马尔康唐大姐经营部（个体工商户）,0,2.0,8,0,aba
卧龙随云自在民宿（个体工商户）,0,50.0,8,2,aba
汶川绵虒驿百惠超市经营部（个体工商户）,0,8.0,7,4,aba
马尔康准点火锅店（个体工商户）,0,6.0,4,2,aba
汶川县傲世互动娱乐厅（个人独资）,0,30.0,4,6,aba
马尔康红鑫商行经营部（个体工商户）,0,10.0,20,0,aba
汶川县睿轩烟酒行（个体工商户）,0,2.0,19,0,aba
马尔康央坝锦茶府（个体工商户）,0,70.0,19,2,aba
马尔康永星童装店（个体工商户）,1,10.0,15,0,aba
汶川县山猫机电设备租赁店（个体工商户）,0,4.0,15,3,aba
马尔康措莫货运部（个体工商户）,0,12.0,13,5,aba
马尔康冉灯建材经营部（个体工商户）,0,50.0,8,0,aba
马尔康宗秀酒吧（个体工商户）,0,50.0,7,6,aba
汶川县威州镇旭梅养生咨询馆（个体工商户）,0,1.0,6,3,aba
汶川县根旺农资店（个体工商户）,0,10.0,6,0,aba
卧龙启明小筑民宿（个体工商户）,0,50.0,4,2,aba
马尔康康管家维修服务部（个体工商户）,0,40.0,20,3,aba
马尔康西西通信店（个体工商户）,1,3.0,11,0,aba
卧龙木语民宿（个体工商户）,0,50.0,10,2,aba
汶川鱼窥荷果蔬销售有限责任公司,0,8.0,10,0,aba
卧龙鑫安居民宿（个体工商户）,0,60.0,4,2,aba
汶川栖花缘美妆经营部,0,4.0,19,0,aba
马尔康川魂帽牌货冒菜店（个体工商户）,0,20.0,19,2,aba
马尔康明珠阳光茶楼（个体工商户）,0,10.0,16,2,aba
马尔康温暖的冻品店（个体工商户）,0,15.0,16,0,aba
马尔康炒老板泡椒三绝店（个体工商户）,0,6.0,12,2,aba
马尔康桑吉速达货运部（个体工商户）,0,10.0,7,5,aba
汶川县夕夺白酒酿造厂（个体工商户）,0,10.0,6,4,aba
马尔康山舍小院民宿（个体工商户）,0,10.0,20,2,aba
马尔康火焱江湖烧烤店（个体工商户）,0,20.0,16,2,aba
汶川香锦缘美容护肤品店（个体工商户）,0,3.0,16,0,aba
马尔康老巷口市井火锅店（个体工商户）,0,22.0,16,2,aba
马尔康头号玩家主机体验馆（个体工商户）,0,10.0,16,3,aba
马尔康赞巴喇藏餐店（个体工商户）,0,40.0,11,2,aba
汶川县茂飞建筑工程有限责任公司,0,30.0,11,7,aba
卧龙熊猫驿站服务店（个体工商户）,0,30.0,10,2,aba
汶川县陈其福杂粮店（个体工商户）,0,8.0,7,0,aba
汶川县水磨镇豪通建材经营部（个体工商户）,0,20.0,4,0,aba
马尔康鸡公面馆（个体工商户）,0,40.0,4,2,aba
汶川县食粒派小餐饮店（个体工商户）,0,2.0,20,2,aba
马尔康罗布林藏餐店（个体工商户）,0,35.0,19,2,aba
汶川县水磨镇不务正夜用品店（个体工商户）,0,1.0,18,0,aba
马尔康藏秘风情吧（个体工商户）,0,30.0,18,2,aba
马尔康琪茂金钱肚串串店（个体工商户）,0,20.0,17,2,aba
汶川县三江镇清水湾农家乐（个体工商户）,0,20.0,14,2,aba
马尔康神碳烧烤店（个体工商户）,0,20.0,12,2,aba
